,1.0,2.0,2.5,3.0,5.0
0,-0.9998779296875,-0.9998779296875,-0.9993896484375,-0.9967041015625,-0.9609375
1,-0.9998779296875,-0.999755859375,-0.9993896484375,-0.9967041015625,-0.9581298828125
2,-0.9998779296875,-0.9998779296875,-0.9989013671875,-0.996337890625,-0.9561767578125
3,-0.9998779296875,-0.9996337890625,-0.9991455078125,-0.9967041015625,-0.9615478515625
4,-0.9998779296875,-0.999755859375,-0.9991455078125,-0.9976806640625,-0.9580078125
5,-0.9998779296875,-0.999755859375,-0.998779296875,-0.9967041015625,-0.9527587890625
6,-0.9998779296875,-0.9998779296875,-0.9989013671875,-0.99560546875,-0.95458984375
7,-0.9998779296875,-0.999755859375,-0.999267578125,-0.996826171875,-0.952392578125
8,-0.9998779296875,-0.99951171875,-0.9984130859375,-0.9962158203125,-0.954345703125
9,-0.9998779296875,-0.9996337890625,-0.99853515625,-0.9959716796875,-0.949462890625
10,-0.9998779296875,-0.99951171875,-0.998779296875,-0.9954833984375,-0.9500732421875
11,-0.9998779296875,-0.99951171875,-0.998779296875,-0.994873046875,-0.9468994140625
12,-0.9998779296875,-0.999755859375,-0.998779296875,-0.9962158203125,-0.9451904296875
13,-0.9998779296875,-0.9998779296875,-0.998779296875,-0.99560546875,-0.9454345703125
14,-0.9998779296875,-0.99951171875,-0.99853515625,-0.9962158203125,-0.940673828125
15,-0.9998779296875,-0.9996337890625,-0.9986572265625,-0.9937744140625,-0.935302734375
16,-0.9998779296875,-0.999755859375,-0.9986572265625,-0.99462890625,-0.94189453125
17,-0.9998779296875,-0.99951171875,-0.99853515625,-0.9931640625,-0.9449462890625
18,-0.9998779296875,-0.9996337890625,-0.998291015625,-0.994873046875,-0.9354248046875
19,-0.9998779296875,-0.99951171875,-0.9981689453125,-0.994873046875,-0.9337158203125
20,-0.9998779296875,-0.9993896484375,-0.998779296875,-0.9937744140625,-0.9326171875
21,-0.9998779296875,-0.99951171875,-0.997802734375,-0.993408203125,-0.9293212890625
22,-0.9998779296875,-0.999267578125,-0.9979248046875,-0.9935302734375,-0.9320068359375
23,-0.9998779296875,-0.9990234375,-0.9962158203125,-0.9927978515625,-0.9295654296875
24,-0.9998779296875,-0.99951171875,-0.9974365234375,-0.9925537109375,-0.923095703125
25,-0.9998779296875,-0.999755859375,-0.998291015625,-0.9937744140625,-0.9228515625
26,-0.9998779296875,-0.999755859375,-0.9974365234375,-0.990966796875,-0.9215087890625
27,-0.9998779296875,-0.999267578125,-0.9974365234375,-0.98974609375,-0.918212890625
28,-0.9998779296875,-0.999267578125,-0.998291015625,-0.9923095703125,-0.912841796875
29,-0.9998779296875,-0.9989013671875,-0.9957275390625,-0.9908447265625,-0.91552734375
30,-0.9998779296875,-0.99951171875,-0.9981689453125,-0.9937744140625,-0.908203125
31,-0.9998779296875,-0.999267578125,-0.9947509765625,-0.9901123046875,-0.90771484375
32,-0.9998779296875,-0.99951171875,-0.9974365234375,-0.99169921875,-0.9000244140625
33,-0.9998779296875,-0.99951171875,-0.99560546875,-0.989990234375,-0.90771484375
34,-0.9998779296875,-0.999267578125,-0.9957275390625,-0.9879150390625,-0.9046630859375
35,-0.9998779296875,-0.9993896484375,-0.9971923828125,-0.9871826171875,-0.9002685546875
36,-0.9998779296875,-0.9984130859375,-0.9967041015625,-0.9888916015625,-0.895751953125
37,-0.9998779296875,-0.9996337890625,-0.9957275390625,-0.986572265625,-0.8924560546875
38,-0.9998779296875,-0.9981689453125,-0.9962158203125,-0.9864501953125,-0.89013671875
39,-0.9998779296875,-0.999267578125,-0.996337890625,-0.9873046875,-0.8892822265625
40,-0.9998779296875,-0.9990234375,-0.994384765625,-0.9864501953125,-0.88134765625
41,-0.9998779296875,-0.9993896484375,-0.994873046875,-0.9853515625,-0.878662109375
42,-0.9998779296875,-0.99853515625,-0.99462890625,-0.986328125,-0.87646484375
43,-0.9998779296875,-0.9990234375,-0.99365234375,-0.98486328125,-0.869873046875
44,-0.9998779296875,-0.9989013671875,-0.9937744140625,-0.98291015625,-0.8729248046875
45,-0.9998779296875,-0.9991455078125,-0.9937744140625,-0.9832763671875,-0.8701171875
46,-0.9998779296875,-0.9976806640625,-0.9937744140625,-0.9837646484375,-0.855712890625
47,-0.9998779296875,-0.9993896484375,-0.991943359375,-0.9805908203125,-0.8546142578125
48,-0.9998779296875,-0.9981689453125,-0.9920654296875,-0.9830322265625,-0.8504638671875
49,-0.9998779296875,-0.997802734375,-0.9930419921875,-0.9779052734375,-0.8394775390625
50,-0.9998779296875,-0.9974365234375,-0.993896484375,-0.978515625,-0.843505859375
51,-0.9998779296875,-0.9970703125,-0.99072265625,-0.9808349609375,-0.837646484375
52,-0.9998779296875,-0.9971923828125,-0.9910888671875,-0.9749755859375,-0.828857421875
53,-0.9998779296875,-0.9967041015625,-0.9901123046875,-0.9742431640625,-0.8240966796875
54,-0.9998779296875,-0.9976806640625,-0.989013671875,-0.970703125,-0.8216552734375
55,-0.9998779296875,-0.9967041015625,-0.9891357421875,-0.9736328125,-0.8170166015625
56,-0.9998779296875,-0.9964599609375,-0.9891357421875,-0.9681396484375,-0.8123779296875
57,-0.9998779296875,-0.996826171875,-0.9888916015625,-0.9683837890625,-0.798095703125
58,-0.9998779296875,-0.9969482421875,-0.989013671875,-0.970947265625,-0.804443359375
59,-0.9998779296875,-0.9952392578125,-0.986328125,-0.9637451171875,-0.785400390625
60,-0.9998779296875,-0.99658203125,-0.98681640625,-0.9656982421875,-0.794677734375
61,-0.9998779296875,-0.994873046875,-0.9857177734375,-0.963134765625,-0.77587890625
62,-0.9998779296875,-0.996826171875,-0.9832763671875,-0.9654541015625,-0.766357421875
63,-0.9998779296875,-0.9969482421875,-0.9815673828125,-0.96240234375,-0.7525634765625
64,-0.9998779296875,-0.9957275390625,-0.983642578125,-0.955078125,-0.745361328125
65,-0.9998779296875,-0.9957275390625,-0.9830322265625,-0.960693359375,-0.7342529296875
66,-0.9998779296875,-0.9942626953125,-0.981689453125,-0.953369140625,-0.7269287109375
67,-0.9998779296875,-0.99462890625,-0.9801025390625,-0.9515380859375,-0.716552734375
68,-0.9998779296875,-0.99462890625,-0.97900390625,-0.9520263671875,-0.706787109375
69,-0.9998779296875,-0.99462890625,-0.9774169921875,-0.9520263671875,-0.698486328125
70,-0.999755859375,-0.9942626953125,-0.9737548828125,-0.9444580078125,-0.688232421875
71,-0.9998779296875,-0.9920654296875,-0.9725341796875,-0.945068359375,-0.6778564453125
72,-0.999755859375,-0.9949951171875,-0.974609375,-0.9349365234375,-0.649658203125
73,-0.9998779296875,-0.9901123046875,-0.973876953125,-0.9400634765625,-0.6422119140625
74,-0.9998779296875,-0.9903564453125,-0.975341796875,-0.9324951171875,-0.6422119140625
75,-0.9998779296875,-0.99169921875,-0.9688720703125,-0.931884765625,-0.619873046875
76,-0.9998779296875,-0.989990234375,-0.964111328125,-0.927001953125,-0.610595703125
77,-0.9996337890625,-0.9891357421875,-0.961181640625,-0.924560546875,-0.5894775390625
78,-0.9998779296875,-0.9876708984375,-0.96630859375,-0.916259765625,-0.5733642578125
79,-0.9998779296875,-0.98779296875,-0.963134765625,-0.91162109375,-0.5601806640625
80,-0.9998779296875,-0.985107421875,-0.9564208984375,-0.9027099609375,-0.5360107421875
81,-0.999755859375,-0.9866943359375,-0.9539794921875,-0.8934326171875,-0.516845703125
82,-0.999755859375,-0.9859619140625,-0.9547119140625,-0.8944091796875,-0.5047607421875
83,-0.9998779296875,-0.9820556640625,-0.953125,-0.8787841796875,-0.4830322265625
84,-0.999755859375,-0.9840087890625,-0.9427490234375,-0.87744140625,-0.464599609375
85,-0.9998779296875,-0.9798583984375,-0.9422607421875,-0.87255859375,-0.4285888671875
86,-0.9998779296875,-0.978271484375,-0.935302734375,-0.84521484375,-0.3975830078125
87,-0.9996337890625,-0.9793701171875,-0.9356689453125,-0.8345947265625,-0.38623046875
88,-0.999755859375,-0.9761962890625,-0.92822265625,-0.825439453125,-0.359130859375
89,-0.99951171875,-0.973876953125,-0.915283203125,-0.806640625,-0.3233642578125
90,-0.9991455078125,-0.9715576171875,-0.9122314453125,-0.7939453125,-0.3001708984375
91,-0.9993896484375,-0.9671630859375,-0.8927001953125,-0.77587890625,-0.2738037109375
92,-0.9996337890625,-0.967041015625,-0.8912353515625,-0.753662109375,-0.2376708984375
93,-0.999755859375,-0.9635009765625,-0.876708984375,-0.727783203125,-0.2119140625
94,-0.9993896484375,-0.960693359375,-0.8748779296875,-0.665283203125,-0.173095703125
95,-0.9993896484375,-0.95068359375,-0.8580322265625,-0.623291015625,-0.16064453125
96,-0.9990234375,-0.9501953125,-0.806640625,-0.5513916015625,-0.1102294921875
97,-0.9996337890625,-0.9423828125,-0.7926025390625,-0.452880859375,-0.078125
98,-0.99951171875,-0.93505859375,-0.682373046875,-0.3604736328125,-0.0496826171875
99,-0.999267578125,-0.9180908203125,-0.484375,-0.142822265625,-0.0213623046875
100,-0.9990234375,-0.8935546875,0.29931640625,0.1092529296875,0.0303955078125
101,-0.9991455078125,-0.7430419921875,0.7239990234375,0.3062744140625,0.041015625
102,-0.9984130859375,0.5040283203125,0.7965087890625,0.4276123046875,0.11669921875
103,-0.9979248046875,0.943359375,0.8363037109375,0.5623779296875,0.109130859375
104,-0.9989013671875,0.952880859375,0.846923828125,0.6146240234375,0.13427734375
105,-0.9984130859375,0.9561767578125,0.87255859375,0.6793212890625,0.177001953125
106,-0.9986572265625,0.960693359375,0.8726806640625,0.7159423828125,0.21923828125
107,-0.9974365234375,0.963134765625,0.8941650390625,0.7320556640625,0.2493896484375
108,-0.99755859375,0.9664306640625,0.9107666015625,0.766357421875,0.256591796875
109,-0.9097900390625,0.97216796875,0.911865234375,0.7943115234375,0.320556640625
110,-0.27197265625,0.974609375,0.927001953125,0.820068359375,0.3441162109375
111,0.847412109375,0.97314453125,0.92822265625,0.830322265625,0.3433837890625
112,1.0,0.9757080078125,0.935546875,0.846923828125,0.405517578125
113,0.999755859375,0.9771728515625,0.9327392578125,0.850341796875,0.413818359375
114,0.9998779296875,0.9825439453125,0.9429931640625,0.859375,0.433349609375
115,0.999755859375,0.9844970703125,0.94287109375,0.8719482421875,0.4503173828125
116,0.9996337890625,0.9847412109375,0.9483642578125,0.8828125,0.4674072265625
117,1.0,0.988525390625,0.9560546875,0.8880615234375,0.4947509765625
118,1.0,0.9849853515625,0.9505615234375,0.90283203125,0.5194091796875
119,1.0,0.9873046875,0.9560546875,0.899658203125,0.5311279296875
120,1.0,0.988525390625,0.9578857421875,0.916748046875,0.5662841796875
121,1.0,0.985595703125,0.9617919921875,0.9095458984375,0.5872802734375
122,1.0,0.99072265625,0.9677734375,0.9188232421875,0.5914306640625
123,0.9998779296875,0.99072265625,0.9647216796875,0.922607421875,0.6075439453125
124,1.0,0.9908447265625,0.969482421875,0.93212890625,0.62939453125
125,0.9998779296875,0.991455078125,0.9725341796875,0.9298095703125,0.6243896484375
126,1.0,0.9892578125,0.9725341796875,0.9385986328125,0.65380859375
127,0.9998779296875,0.9942626953125,0.9725341796875,0.9404296875,0.66650390625
128,1.0,0.9935302734375,0.975341796875,0.94287109375,0.6728515625
129,1.0,0.9920654296875,0.9761962890625,0.93994140625,0.689453125
130,1.0,0.9921875,0.9786376953125,0.94970703125,0.697998046875
131,1.0,0.9931640625,0.977783203125,0.9498291015625,0.71533203125
132,1.0,0.996337890625,0.9837646484375,0.9537353515625,0.7169189453125
133,1.0,0.99462890625,0.982421875,0.956298828125,0.7401123046875
134,1.0,0.9942626953125,0.9830322265625,0.955810546875,0.7357177734375
135,1.0,0.99560546875,0.9837646484375,0.9609375,0.7376708984375
136,1.0,0.9957275390625,0.9859619140625,0.9613037109375,0.7667236328125
137,1.0,0.995849609375,0.98779296875,0.9644775390625,0.761474609375
138,1.0,0.99658203125,0.985107421875,0.96728515625,0.781494140625
139,1.0,0.9970703125,0.988525390625,0.9664306640625,0.7764892578125
140,1.0,0.997314453125,0.9862060546875,0.96728515625,0.7813720703125
141,1.0,0.9962158203125,0.9886474609375,0.9666748046875,0.796142578125
142,1.0,0.9969482421875,0.9884033203125,0.9718017578125,0.795654296875
143,1.0,0.997314453125,0.9876708984375,0.9732666015625,0.808837890625
144,1.0,0.9971923828125,0.99267578125,0.97412109375,0.8077392578125
145,1.0,0.997802734375,0.9884033203125,0.976806640625,0.8232421875
146,1.0,0.997802734375,0.99072265625,0.9769287109375,0.8275146484375
147,1.0,0.998046875,0.991943359375,0.978271484375,0.836181640625
148,1.0,0.997802734375,0.990966796875,0.9794921875,0.834716796875
149,1.0,0.9986572265625,0.9927978515625,0.9788818359375,0.8465576171875
150,1.0,0.9990234375,0.9915771484375,0.981201171875,0.854736328125
151,1.0,0.99853515625,0.9931640625,0.9842529296875,0.857666015625
152,1.0,0.998779296875,0.992919921875,0.981689453125,0.8526611328125
153,1.0,0.9981689453125,0.993896484375,0.9808349609375,0.85546875
154,1.0,0.998291015625,0.9949951171875,0.98388671875,0.8546142578125
155,1.0,0.9990234375,0.99267578125,0.9852294921875,0.87060546875
156,1.0,0.998779296875,0.9945068359375,0.9857177734375,0.8739013671875
157,1.0,0.9984130859375,0.9945068359375,0.9847412109375,0.8785400390625
158,1.0,0.9993896484375,0.9951171875,0.9852294921875,0.8726806640625
159,1.0,0.999267578125,0.995361328125,0.9844970703125,0.8839111328125
160,1.0,0.9991455078125,0.99609375,0.9866943359375,0.8875732421875
161,1.0,0.9989013671875,0.9947509765625,0.989013671875,0.8868408203125
162,1.0,0.9993896484375,0.996826171875,0.9903564453125,0.8917236328125
163,1.0,0.9991455078125,0.9967041015625,0.986572265625,0.8973388671875
164,1.0,0.999267578125,0.9962158203125,0.98974609375,0.9031982421875
165,1.0,0.9996337890625,0.9970703125,0.98876953125,0.9012451171875
166,1.0,0.999267578125,0.9959716796875,0.9903564453125,0.9039306640625
167,1.0,0.9993896484375,0.9969482421875,0.990966796875,0.9083251953125
168,1.0,0.99951171875,0.995849609375,0.989501953125,0.908447265625
169,1.0,0.9993896484375,0.995849609375,0.989990234375,0.9097900390625
170,1.0,0.9993896484375,0.998046875,0.990234375,0.9130859375
171,1.0,0.9993896484375,0.9974365234375,0.9915771484375,0.9166259765625
172,1.0,0.99951171875,0.997314453125,0.994384765625,0.919677734375
173,1.0,0.999267578125,0.9970703125,0.9931640625,0.92333984375
174,1.0,0.9993896484375,0.9979248046875,0.9930419921875,0.91943359375
175,1.0,0.99951171875,0.9974365234375,0.993896484375,0.9244384765625
176,1.0,0.99951171875,0.9979248046875,0.993896484375,0.92578125
177,1.0,1.0,0.9984130859375,0.993408203125,0.9295654296875
178,1.0,0.99951171875,0.9976806640625,0.9942626953125,0.9290771484375
179,1.0,0.9993896484375,0.998291015625,0.994873046875,0.93408203125
180,1.0,0.9996337890625,0.9991455078125,0.9949951171875,0.9322509765625
181,1.0,0.9998779296875,0.998291015625,0.9951171875,0.9364013671875
182,1.0,1.0,0.9984130859375,0.9935302734375,0.943603515625
183,1.0,0.999755859375,0.998291015625,0.9954833984375,0.941162109375
184,1.0,0.9998779296875,0.998291015625,0.9954833984375,0.9437255859375
185,1.0,0.9996337890625,0.9990234375,0.996337890625,0.9456787109375
186,1.0,0.999755859375,0.9986572265625,0.99462890625,0.9464111328125
187,1.0,0.9998779296875,0.998291015625,0.9962158203125,0.94482421875
188,1.0,0.9993896484375,0.9989013671875,0.9962158203125,0.9471435546875
189,1.0,0.9998779296875,0.9990234375,0.99560546875,0.94970703125
190,1.0,0.999755859375,0.9989013671875,0.995849609375,0.9510498046875
191,1.0,0.999755859375,0.9991455078125,0.99560546875,0.9569091796875
192,1.0,0.999755859375,0.998779296875,0.9964599609375,0.9539794921875
193,1.0,0.9996337890625,0.998779296875,0.9957275390625,0.9586181640625
194,1.0,0.9998779296875,0.9990234375,0.9971923828125,0.953369140625
195,1.0,0.9998779296875,0.9991455078125,0.9962158203125,0.9566650390625
196,1.0,0.9998779296875,0.9990234375,0.9962158203125,0.9573974609375
197,1.0,0.9998779296875,0.9996337890625,0.9979248046875,0.9608154296875
198,1.0,0.9996337890625,0.9993896484375,0.996826171875,0.9595947265625
199,1.0,0.9998779296875,0.9989013671875,0.998046875,0.9599609375
